AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,BUILD_YEAR,SALE_YEAR,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others
2,6.96979066990159,1.0,1.0,3,0,1,0,1,5,13216400,1973,2009,1,0,0
2,6.704414354964107,1.0,1.0,3,3,1,3,1,5,8227800,1979,2011,0,1,0
0,7.132497551660044,2.0,2.0,4,2,1,1,1,2,8529780,1995,2007,0,1,0
6,7.558516743045645,3.0,2.0,5,0,0,1,1,2,8027460,1984,2012,0,1,0
2,6.920671504248683,1.0,1.0,3,0,1,0,0,5,10431150,1992,2009,0,1,0
2,6.984716320118266,1.0,1.0,3,2,0,2,1,5,8319100,1996,2010,0,1,0
4,6.440946540632921,1.0,1.0,2,1,0,2,1,5,6231125,1999,2009,0,0,1
2,6.964135612418245,1.0,1.0,3,5,1,1,2,3,12197050,1987,2014,1,0,0
2,6.85751406254539,1.0,1.0,3,5,0,2,0,4,11621350,1985,2010,1,0,0
1,7.508238774678663,2.0,1.0,5,1,0,0,2,3,13450260,1991,2012,0,0,1
4,6.354370040797351,1.0,1.0,2,2,0,0,0,0,3975250,2002,2011,0,1,0
2,6.602587892189336,1.0,1.0,2,0,1,3,1,3,9455450,1987,2014,1,0,0
0,6.559615237493242,1.0,1.0,2,0,0,1,2,0,5054675,1981,2006,0,0,1
4,7.011213987350367,1.0,1.0,3,3,0,3,0,0,5205500,1988,2012,0,1,0
2,7.099201743553092,2.0,1.0,4,1,0,1,0,3,9212250,2000,2011,0,1,0
4,7.27931883541462,2.0,2.0,4,3,0,3,0,2,6890250,1972,2011,0,1,0
0,7.152268856032539,2.0,2.0,4,5,0,1,0,2,13606320,1979,2007,1,0,0
5,7.357556200910353,1.0,1.0,4,1,0,0,0,3,12802880,1993,2010,0,0,1
0,6.902742737158593,1.0,1.0,3,0,0,0,0,3,12171985,1970,2009,1,0,0
4,7.1731917424865985,1.0,1.0,3,0,1,2,2,1,6721500,1971,2009,0,0,1
4,6.329720905522696,1.0,1.0,2,2,0,0,0,2,4703750,1976,2010,0,1,0
4,6.7226297948554485,1.0,1.0,2,1,0,2,0,3,6083250,1977,2010,0,1,0
1,7.501634457883413,2.0,1.0,5,2,1,2,0,4,13510040,1986,2013,0,1,0
3,7.354362330421477,2.0,1.0,4,0,0,2,2,5,13840180,1990,2009,1,0,0
2,7.009408932708637,1.0,1.0,3,5,0,3,0,4,13282450,2001,2008,1,0,0
2,6.813444599510896,1.0,1.0,3,5,0,1,0,4,7847750,1992,2013,0,1,0
5,7.321188556739478,1.0,1.0,4,5,1,0,2,4,18531240,2003,2010,1,0,0
2,6.966967138613983,1.0,1.0,3,1,1,2,2,5,10485020,1975,2010,0,0,1
6,7.523481312573497,3.0,2.0,5,5,0,1,2,5,11144770,1990,2006,0,0,1
1,7.411556287811163,1.0,1.0,4,0,1,2,0,5,20586630,1989,2013,1,0,0
4,6.796823718274855,1.0,1.0,3,1,0,1,0,2,5437500,1963,2011,0,1,0
4,7.083387847625295,1.0,1.0,3,1,0,1,2,5,8629750,2001,2009,0,0,1
6,7.4205789054108005,2.0,1.0,4,5,0,2,1,3,8147530,1970,2009,0,0,1
1,7.3343293503005365,1.0,1.0,4,3,0,0,2,4,11301300,1986,2011,0,1,0
6,7.547501682814967,3.0,2.0,5,2,0,0,1,3,9911860,1993,2006,0,0,1
4,7.16703787691222,1.0,1.0,3,5,1,0,1,1,6537250,2000,2011,0,0,1
3,7.623153068476902,3.0,2.0,5,2,1,2,2,4,16957260,1996,2009,1,0,0
0,6.582025138892826,1.0,1.0,2,5,0,3,2,1,5310935,2003,2012,0,1,0
0,6.456769655572163,1.0,1.0,2,5,1,0,2,4,10576965,2000,2011,1,0,0
6,7.325807502595773,2.0,1.0,4,5,1,0,1,3,12682380,1963,2007,1,0,0
4,7.009408932708637,1.0,1.0,3,0,0,2,0,0,4462000,1964,2010,0,1,0
1,7.488852955733459,1.0,1.0,4,5,1,0,2,5,13581650,1982,2007,0,1,0
4,6.827629234502852,1.0,1.0,3,2,1,2,2,0,7346750,1997,2010,1,0,0
2,7.13966033596492,2.0,1.0,4,1,1,3,2,3,9822750,1990,2011,0,1,0
5,7.480428306074208,1.0,1.0,4,3,0,2,0,5,14101250,1977,2010,0,0,1
2,7.00669522683704,1.0,1.0,3,5,1,0,2,3,9718230,2005,2010,0,0,1
2,6.78332520060396,1.0,1.0,3,1,0,3,1,5,7781350,1976,2013,0,1,0
4,7.40184157874383,2.0,2.0,4,1,1,3,1,3,8793625,1972,2010,0,0,1
4,6.813444599510896,1.0,1.0,3,1,0,0,2,2,5602750,1961,2011,0,0,1
4,7.360103972989152,2.0,2.0,4,1,1,3,1,0,6714500,1964,2012,0,0,1
3,7.5251007461258,3.0,2.0,5,5,1,3,2,3,10948060,2002,2011,0,0,1
4,7.105786129481271,1.0,1.0,3,2,1,3,1,1,5943875,1974,2009,0,0,1
0,6.940222469119639,1.0,1.0,3,2,1,2,2,2,8023795,1977,2010,0,1,0
0,6.7580945044277305,1.0,1.0,3,1,1,1,2,1,7587075,2003,2008,0,1,0
2,6.870053411798126,1.0,1.0,3,2,1,3,2,3,7944000,1971,2007,0,1,0
6,7.337587743538596,2.0,1.0,4,2,0,0,0,0,7468400,1960,2005,0,0,1
4,7.364547014255642,2.0,2.0,4,2,0,0,2,0,9343500,1965,2011,1,0,0
5,7.562681246721884,2.0,1.0,5,5,1,1,2,3,12688340,1981,2008,0,1,0
4,7.367708572374371,2.0,2.0,4,0,0,2,1,2,10495250,2001,2012,1,0,0
5,7.511524648390866,2.0,1.0,5,2,1,3,2,5,14229060,1999,2007,0,1,0
6,7.473637108496206,2.0,1.0,4,0,0,3,1,0,11360310,1956,2008,1,0,0
4,7.093404625868766,1.0,1.0,3,0,1,3,1,3,7452250,1989,2010,0,0,1
2,7.060476365999801,1.0,1.0,3,5,0,3,1,5,8196250,1973,2012,0,1,0
2,7.011213987350367,1.0,1.0,3,1,0,1,2,4,8713900,1989,2007,0,1,0
2,6.706862336602747,1.0,1.0,3,1,1,0,2,3,11752250,2006,2013,1,0,0
5,7.3777589082278725,1.0,1.0,4,5,0,1,0,5,12213120,2003,2014,0,1,0
4,7.064759027791802,1.0,1.0,3,1,0,3,2,5,8322500,1981,2010,0,0,1
2,7.160845906664299,2.0,1.0,4,2,0,2,1,5,8935000,1981,2009,0,1,0
1,7.37650812632622,1.0,1.0,4,2,1,3,0,5,13358600,1986,2011,0,1,0
2,6.582025138892826,1.0,1.0,2,2,0,0,2,3,6494240,1978,2012,0,0,1
2,6.682108597449809,1.0,1.0,2,5,0,0,1,4,6486150,1988,2013,0,1,0
4,6.838405200847344,1.0,1.0,3,3,1,0,0,1,8745000,1990,2010,1,0,0
2,6.990256500493881,1.0,1.0,3,1,1,1,2,4,14021800,2008,2012,1,0,0
3,7.5766097669730375,3.0,2.0,5,1,0,2,2,3,9671160,1983,2011,0,1,0
2,6.9584483932976555,1.0,1.0,3,5,0,3,2,3,7871490,1976,2011,0,0,1
6,7.487733761436444,2.0,1.0,4,5,0,2,2,3,14205080,1998,2012,1,0,0
4,7.409741954080923,2.0,2.0,4,1,0,2,2,0,7014500,2001,2009,0,0,1
4,7.382124365737512,2.0,2.0,4,5,1,3,2,0,6227250,1966,2011,0,1,0
2,7.113956109566034,2.0,1.0,4,0,0,0,1,3,7946950,1983,2008,0,1,0
5,7.550661243105336,2.0,1.0,5,0,0,0,2,3,20181980,1982,2011,1,0,0
6,7.424761761823209,2.0,1.0,4,3,0,0,0,0,12695370,1984,2010,1,0,0
2,6.88653164253051,1.0,1.0,3,1,1,2,1,4,8959150,2005,2014,0,1,0
0,6.484635235635252,1.0,1.0,2,2,0,1,1,3,7924640,1973,2008,1,0,0
2,6.853299093186078,1.0,1.0,3,2,1,1,2,4,11867800,1966,2006,1,0,0
6,7.540090320145325,3.0,2.0,5,5,0,1,2,0,12402070,1960,2011,1,0,0
2,6.870053411798126,1.0,1.0,3,5,1,3,1,4,8260400,1999,2015,0,1,0
2,6.961296045910167,1.0,1.0,3,3,1,2,1,3,12069000,1987,2007,1,0,0
4,7.237059026124737,2.0,2.0,4,5,0,3,1,2,5940500,1971,2010,0,0,1
6,7.377133712833954,2.0,1.0,4,1,1,2,1,0,7989570,1978,2009,0,0,1
4,7.372118028337787,2.0,2.0,4,3,0,1,2,5,8791000,1987,2009,0,1,0
4,7.142827401161621,1.0,1.0,3,2,1,1,2,2,10027000,1985,2009,1,0,0
0,6.76849321164863,1.0,1.0,3,0,1,0,2,2,11111010,1975,2009,1,0,0
0,7.022868086082641,1.0,1.0,3,3,1,0,1,1,8599095,1996,2009,0,0,1
0,6.418364935936212,1.0,1.0,2,0,1,2,2,2,6703210,1977,2011,0,0,1
6,7.4205789054108005,2.0,1.0,4,0,1,1,2,0,8153390,1994,2006,0,1,0
3,7.198931240688173,2.0,1.0,4,3,0,0,0,4,12846980,2000,2009,1,0,0
3,7.1846291527173145,1.0,1.0,3,0,0,3,2,3,7826780,1980,2010,0,0,1
3,7.444248649496705,2.0,1.0,4,2,1,3,2,5,10978140,2004,2011,0,1,0
1,7.569411792450712,2.0,1.0,5,5,1,1,1,3,11802180,1964,2008,0,1,0
4,6.964135612418245,1.0,1.0,3,3,1,3,1,5,8388500,1994,2011,0,0,1
2,7.1316985104669115,2.0,1.0,4,0,0,0,0,4,14239850,1976,2011,1,0,0
1,7.444248649496705,1.0,1.0,4,5,0,3,0,3,18299980,1974,2013,1,0,0
0,6.424869023905388,1.0,1.0,2,5,0,3,2,1,4917940,1975,2011,0,0,1
0,6.82001636467413,1.0,1.0,3,5,0,0,0,0,6177070,1969,2007,0,0,1
2,6.934397209928558,1.0,1.0,3,2,0,1,1,5,7671200,1978,2014,0,1,0
0,7.109062135687172,2.0,2.0,4,5,0,0,1,0,6897450,1978,2008,0,0,1
3,7.259819610363186,2.0,1.0,4,2,1,2,2,5,13940580,1992,2011,1,0,0
2,6.985641817639208,1.0,1.0,3,0,1,0,1,3,12370100,1982,2008,1,0,0
6,7.3796321526095525,2.0,1.0,4,0,1,2,0,2,14102650,1979,2004,1,0,0
1,7.474204806496124,1.0,1.0,4,1,1,3,2,4,14682580,1991,2006,0,0,1
0,7.105786129481271,2.0,2.0,4,2,0,3,1,2,7400260,1986,2010,0,1,0
3,7.577121930876679,3.0,2.0,5,0,1,2,2,3,10288980,1979,2008,0,1,0
4,7.0967213784947605,1.0,1.0,3,0,0,2,0,1,6377750,1988,2009,0,0,1
4,6.744059186311348,1.0,1.0,2,5,1,2,2,0,6312750,1972,2009,1,0,0
4,6.257667587882639,1.0,1.0,2,0,0,0,0,1,4362750,1992,2009,0,1,0
4,7.383989457978509,2.0,2.0,4,5,0,3,0,4,12520250,1980,2011,1,0,0
3,7.573017256052546,3.0,2.0,5,0,1,3,0,3,10834460,1987,2010,0,1,0
0,6.784457062637643,1.0,1.0,3,3,1,2,1,5,9426345,1986,2009,0,0,1
4,6.504288173536645,1.0,1.0,2,5,0,0,0,3,5232500,1961,2011,0,1,0
4,6.606650186198215,1.0,1.0,2,0,0,0,2,3,5283000,1977,2009,0,1,0
0,7.05444965813294,1.0,1.0,3,2,1,3,0,3,10416480,1979,2011,0,0,1
6,7.517520850603031,3.0,2.0,5,1,1,0,0,2,15715370,1964,2010,1,0,0
2,6.720220155135295,1.0,1.0,3,3,1,2,0,5,9179950,1978,2011,0,1,0
1,7.408530566894626,1.0,1.0,4,0,0,3,1,3,17115030,1981,2010,1,0,0
1,7.416378479192928,1.0,1.0,4,5,0,2,0,4,12869560,1988,2009,0,0,1
6,7.556427969440253,3.0,2.0,5,5,0,2,1,0,7030720,1995,2011,0,1,0
6,7.5822291942764615,3.0,2.0,5,0,0,2,2,1,8636980,2002,2011,0,1,0
5,7.498869733976931,2.0,1.0,5,1,0,2,2,5,14638800,1987,2008,0,0,1
6,7.396335293800808,2.0,1.0,4,5,0,0,0,0,7279480,1984,2008,0,1,0
4,6.923628628138427,1.0,1.0,3,0,0,2,0,0,4473750,1977,2010,0,1,0
5,7.508238774678663,2.0,1.0,5,5,1,1,1,5,20527770,1981,2007,1,0,0
2,7.077498053569231,1.0,1.0,3,1,0,0,1,3,12387700,1984,2014,1,0,0
4,7.298445101508147,2.0,2.0,4,3,0,1,1,0,4458750,1960,2009,0,1,0
2,6.774223886357614,1.0,1.0,3,5,1,1,0,4,8537500,1981,2007,0,1,0
3,7.643482907077201,3.0,2.0,5,5,1,0,0,3,11552700,2006,2011,0,1,0
1,7.585788821732034,2.0,1.0,5,5,1,1,2,4,13703500,1998,2008,0,1,0
6,7.405495663199472,2.0,1.0,4,5,1,3,1,3,13920600,1996,2006,1,0,0
5,7.526178913346146,2.0,1.0,5,3,0,3,2,3,19550620,1972,2013,1,0,0
6,7.485491608030754,2.0,1.0,4,1,1,3,0,3,16068640,1973,2005,1,0,0
4,7.289610521451167,2.0,2.0,4,0,1,0,2,0,6397000,1977,2011,0,1,0
3,7.79934339821592,4.0,2.0,6,5,0,3,0,3,11119720,1985,2011,0,1,0
3,7.4342573821331355,2.0,1.0,4,0,0,0,0,5,11431660,2000,2010,0,0,1
1,7.459914766241105,1.0,1.0,4,1,0,3,2,3,12793250,1988,2009,0,0,1
4,7.01301578963963,1.0,1.0,3,5,1,0,0,5,8631250,1971,2012,0,1,0
3,7.818027938530729,4.0,2.0,6,3,0,0,2,4,18984160,2003,2011,1,0,0
6,7.357556200910353,2.0,1.0,4,1,1,3,0,5,12415670,1993,2004,0,0,1
4,6.238324625039508,1.0,1.0,2,2,0,3,0,1,5244500,1985,2011,1,0,0
2,6.86484777797086,1.0,1.0,3,0,0,0,1,3,10720550,2001,2010,1,0,0
5,7.355641102974253,1.0,1.0,4,0,1,2,0,5,19685020,1979,2010,1,0,0
3,7.441906728051625,2.0,1.0,4,0,1,3,2,3,14400140,1985,2012,1,0,0
6,7.38770923908104,2.0,1.0,4,3,1,2,2,5,10094160,1958,2011,0,1,0
1,7.333676395657684,1.0,1.0,4,0,0,2,2,4,17480550,1994,2014,1,0,0
1,7.400009517162692,1.0,1.0,4,0,1,2,0,3,13380530,1989,2009,0,0,1
3,7.599401333415815,3.0,2.0,5,1,1,2,2,3,16469500,1993,2008,1,0,0
2,6.818924065275521,1.0,1.0,3,5,1,3,2,3,8133300,1976,2013,0,0,1
0,6.952728644624869,1.0,1.0,3,3,0,2,1,2,10760220,1982,2010,1,0,0
3,7.289610521451167,2.0,1.0,4,1,0,2,0,5,10148180,1999,2008,0,1,0
3,7.243512974665482,2.0,1.0,4,5,1,3,0,5,10695340,1982,2010,0,0,1
2,7.026426808699636,1.0,1.0,3,2,0,1,0,3,8882720,1994,2012,0,0,1
4,7.221105098182496,2.0,2.0,4,2,0,0,2,3,6774750,1972,2009,0,1,0
2,6.5638555265321274,1.0,1.0,2,2,0,3,1,4,6435300,1993,2007,0,1,0
5,7.346010209913293,1.0,1.0,4,3,0,1,2,4,11109230,1989,2008,0,1,0
6,7.540090320145325,3.0,2.0,5,5,1,2,2,0,14239220,1994,2010,1,0,0
1,7.338238150065589,1.0,1.0,4,5,1,2,0,3,11312920,1971,2007,0,1,0
6,7.53955882930103,3.0,2.0,5,2,0,2,2,3,14495770,1968,2009,1,0,0
0,6.46302945692067,1.0,1.0,2,1,0,3,2,4,9947855,1993,2010,1,0,0
1,7.555905093611346,2.0,1.0,5,3,0,3,2,3,12364840,1991,2008,0,1,0
2,7.085064293952548,1.0,1.0,3,5,1,2,0,3,13683650,1976,2011,1,0,0
4,7.31455283232408,2.0,2.0,4,3,1,1,0,4,9328250,1980,2011,0,1,0
1,7.407924322559599,1.0,1.0,4,5,0,1,0,4,18803650,2002,2012,1,0,0
4,6.74993119378857,1.0,1.0,2,5,0,0,0,5,7581750,2006,2011,0,1,0
3,7.778211474512493,4.0,2.0,6,2,1,0,2,3,12014520,2005,2011,0,1,0
4,7.2305631534092925,2.0,2.0,4,1,0,3,0,3,8286250,2005,2010,0,1,0
2,6.731018100482083,1.0,1.0,3,5,1,2,0,5,12194550,1970,2007,1,0,0
3,7.428927194802272,2.0,1.0,4,0,1,0,2,4,14994840,1987,2009,1,0,0
1,7.461640392208575,1.0,1.0,4,1,1,3,0,4,13695970,1983,2014,0,1,0
5,7.559038255443384,2.0,1.0,5,2,1,2,1,4,20747530,1965,2009,1,0,0
4,6.505784060128229,1.0,1.0,2,0,0,2,1,4,5110125,1972,2009,0,0,1
2,6.872128101338986,1.0,1.0,3,3,0,3,0,5,9625300,1986,2012,0,0,1
6,7.549082710812286,3.0,2.0,5,3,0,2,2,1,8433410,1988,2006,0,1,0
6,7.347943823148687,2.0,1.0,4,5,0,1,1,2,6766430,1988,2007,0,1,0
4,6.883462586413092,1.0,1.0,3,0,1,2,2,3,6895500,1992,2010,0,1,0
1,7.395107546562485,1.0,1.0,4,1,0,0,0,4,12651550,1997,2007,0,1,0
2,6.795705775173514,1.0,1.0,3,5,1,0,2,4,9038780,1979,2007,0,0,1
1,7.458186157340487,1.0,1.0,4,0,0,1,1,3,10497580,1990,2014,0,1,0
4,6.495265555937008,1.0,1.0,2,2,0,0,1,2,5073500,1961,2011,1,0,0
0,6.901737206656574,1.0,1.0,3,3,0,0,0,0,10834880,1995,2007,1,0,0
2,6.940222469119639,1.0,1.0,3,5,0,2,1,5,11718800,1983,2011,1,0,0
4,7.2875606403097235,2.0,2.0,4,5,0,1,1,0,4361500,1981,2010,0,1,0
1,7.415776975415394,1.0,1.0,4,3,1,1,1,4,19074830,2000,2014,1,0,0
3,7.5310163320779155,3.0,2.0,5,2,0,0,0,3,9859360,1991,2009,0,1,0
4,6.948897222313312,1.0,1.0,3,3,1,1,2,0,5265250,1972,2010,0,0,1
2,6.71901315438526,1.0,1.0,3,1,0,2,1,4,7553060,1989,2011,0,0,1
2,6.745236349484363,1.0,1.0,3,3,0,3,2,3,7123750,2005,2014,0,1,0
4,7.3537223303996315,2.0,2.0,4,2,1,3,1,3,11359000,1962,2010,1,0,0
3,7.261927092702751,2.0,1.0,4,0,1,0,0,3,9762100,2006,2011,0,1,0
1,7.502738210754851,2.0,1.0,5,5,0,0,1,4,12370550,1968,2011,0,0,1
6,7.587310506022615,3.0,2.0,5,1,0,3,0,1,8962970,1958,2004,0,1,0
1,7.351158226430694,1.0,1.0,4,3,0,3,2,3,10841760,2000,2013,0,1,0
6,7.43955930913332,2.0,1.0,4,5,1,3,1,5,10140700,1980,2005,0,1,0
5,7.484930283289661,1.0,1.0,4,2,0,3,1,3,17959010,1976,2014,1,0,0
5,7.338238150065589,1.0,1.0,4,2,1,1,2,3,17749320,1989,2010,1,0,0
6,7.552762084214147,3.0,2.0,5,2,1,3,2,3,16602700,2006,2011,1,0,0
1,7.485491608030754,1.0,1.0,4,0,1,3,2,5,14980260,1994,2014,0,0,1
0,6.742880635791903,1.0,1.0,3,5,1,3,2,3,11476830,1985,2007,1,0,0
2,6.602587892189336,1.0,1.0,2,3,1,2,1,4,10276200,1997,2013,1,0,0
5,7.321188556739478,1.0,1.0,4,3,1,1,2,5,13737610,1998,2008,0,0,1
3,7.578656850594762,3.0,2.0,5,3,1,3,2,4,11373920,2003,2009,0,1,0
3,7.2456550675945355,2.0,1.0,4,5,0,2,0,5,13085580,1991,2010,1,0,0
2,6.658011045870748,1.0,1.0,2,2,1,3,2,3,7574830,1970,2009,0,0,1
1,7.393263094763838,1.0,1.0,4,0,0,3,0,3,12085470,1966,2007,0,0,1
1,7.452402451223638,1.0,1.0,4,0,0,1,2,3,12337540,1991,2007,0,0,1
3,7.7306140660637395,4.0,2.0,6,0,1,2,0,4,13310520,1981,2010,0,0,1
5,7.433666540166168,1.0,1.0,4,2,1,3,2,4,13669910,1983,2012,0,0,1
2,7.076653815443951,1.0,1.0,3,5,1,2,1,5,13860650,1980,2007,1,0,0
4,6.48768401848461,1.0,1.0,2,2,0,1,1,2,3643875,1968,2011,0,0,1
2,6.848005274576363,1.0,1.0,3,1,0,3,1,4,7766550,1994,2011,0,1,0
6,7.336285660021297,2.0,1.0,4,5,1,2,0,4,14211850,1965,2005,1,0,0
2,6.873163834212518,1.0,1.0,3,0,1,3,2,5,13231850,1986,2013,1,0,0
4,7.165493475060845,1.0,1.0,3,1,1,2,1,5,9160750,1988,2010,0,0,1
3,7.621684998724611,3.0,2.0,5,0,1,3,2,3,11848520,1996,2010,0,0,1
0,7.01211529430638,1.0,1.0,3,3,1,2,0,0,8561060,1987,2011,0,0,1
2,6.70808408385307,1.0,1.0,3,1,1,3,2,3,8131900,1987,2008,0,1,0
2,7.0317412587631285,1.0,1.0,3,3,0,3,2,5,13709700,1999,2013,1,0,0
0,6.802394763324311,1.0,1.0,3,1,1,2,0,4,10128440,1971,2007,0,0,1
3,7.818430272070656,4.0,2.0,6,0,1,3,0,3,19615980,1989,2008,1,0,0
4,6.79794041297493,1.0,1.0,3,3,1,2,1,0,6765500,2002,2012,1,0,0
6,7.466799475018602,2.0,1.0,4,0,1,0,0,3,15388610,1966,2009,1,0,0
2,7.132497551660044,2.0,1.0,4,3,1,2,2,4,14902450,1988,2007,1,0,0
2,7.1180162044653335,2.0,1.0,4,5,0,2,2,5,13822150,1975,2012,1,0,0
3,7.743269700829004,4.0,2.0,6,2,1,3,2,3,11319280,1987,2011,0,1,0
2,6.70196036600254,1.0,1.0,3,0,0,3,0,5,8890930,1985,2010,0,0,1
2,6.777646593635117,1.0,1.0,3,5,0,0,0,5,9209360,1995,2013,0,0,1
2,6.959398512133975,1.0,1.0,3,2,0,2,0,5,13217400,1990,2010,1,0,0
5,7.500529485395295,2.0,1.0,5,2,0,3,2,4,20034510,1993,2006,1,0,0
1,7.534228326274089,2.0,1.0,5,3,0,0,0,5,14904220,1983,2015,0,0,1
2,6.687108607866515,1.0,1.0,3,0,1,1,1,3,9721700,1973,2011,1,0,0
2,7.0825485693553,1.0,1.0,3,5,1,1,0,4,9894050,1988,2011,0,1,0
0,6.932447891572509,1.0,1.0,3,1,0,0,0,5,10843610,1974,2007,0,0,1
3,7.238496840894365,2.0,1.0,4,2,0,2,2,4,12286360,2003,2011,1,0,0
3,7.823645930834952,4.0,2.0,6,3,1,2,2,3,13397920,2003,2010,0,0,1
4,7.162397497355718,1.0,1.0,3,0,1,1,0,4,8700500,1984,2010,0,1,0
1,7.473069088032197,1.0,1.0,4,2,1,0,2,4,20346350,1995,2015,1,0,0
2,7.153833801578843,2.0,1.0,4,3,0,1,2,4,9795730,1990,2012,0,0,1
2,6.704414354964107,1.0,1.0,3,5,0,3,0,3,10008100,1981,2011,1,0,0
5,7.55171221535131,2.0,1.0,5,1,0,1,0,3,20838520,1983,2009,1,0,0
3,7.31455283232408,2.0,1.0,4,3,0,3,2,3,12614460,1996,2009,1,0,0
2,6.826545223556594,1.0,1.0,3,5,1,3,2,3,8634640,1996,2010,0,0,1
5,7.484930283289661,1.0,1.0,4,1,0,3,2,4,20518750,1999,2009,1,0,0
0,6.4692503167957724,1.0,1.0,2,3,1,2,2,1,8793480,1998,2010,1,0,0
2,7.040536390215956,1.0,1.0,3,2,0,2,1,5,12807300,1991,2013,1,0,0
5,7.422971251049421,1.0,1.0,4,0,0,0,1,3,10410130,1969,2013,0,1,0
0,6.660575149839686,1.0,1.0,2,1,0,3,0,3,11157780,1998,2010,1,0,0
0,7.149916836132109,2.0,2.0,4,5,0,0,1,3,9335050,1997,2007,0,0,1
4,6.532334292222349,1.0,1.0,2,1,0,0,1,4,5913625,1992,2010,0,0,1
5,7.542213463193403,2.0,1.0,5,3,0,0,0,4,14671170,1987,2009,0,0,1
5,7.37650812632622,1.0,1.0,4,3,1,2,0,5,20024110,1974,2007,1,0,0
4,6.385194398997726,1.0,1.0,2,2,1,2,1,5,6474250,1999,2012,0,1,0
1,7.503840746698951,2.0,1.0,5,5,0,2,1,5,19814280,1999,2013,1,0,0
4,7.02197642307216,1.0,1.0,3,2,0,2,2,2,5849125,1979,2009,0,0,1
2,7.074963197966044,1.0,1.0,3,2,0,2,2,5,10097940,2001,2009,0,0,1
1,7.530479995245536,2.0,1.0,5,5,0,1,1,5,12867590,1969,2010,0,0,1
3,7.661527081358517,3.0,2.0,5,0,0,2,0,4,16656560,1983,2011,1,0,0
2,6.86171134048073,1.0,1.0,3,1,0,3,0,5,9743700,2006,2012,0,1,0
6,7.393263094763838,2.0,1.0,4,3,0,3,2,3,13718940,1991,2008,1,0,0
2,6.761572768804055,1.0,1.0,3,3,1,1,2,5,12556650,2005,2012,1,0,0
2,7.075808863978387,1.0,1.0,3,3,1,2,0,3,10453960,1999,2014,0,0,1
4,6.843749949006225,1.0,1.0,3,3,0,0,0,1,4918500,1965,2011,0,1,0
4,6.946975992135418,1.0,1.0,3,1,1,1,2,4,7600500,1971,2009,0,1,0
2,6.744059186311348,1.0,1.0,3,1,1,2,2,4,11650600,1974,2010,1,0,0
4,6.81783057145415,1.0,1.0,3,2,1,0,1,3,6688000,1988,2011,0,0,1
4,7.052721049232323,1.0,1.0,3,1,1,1,0,4,8947750,2002,2011,0,1,0
2,6.721425700790643,1.0,1.0,3,2,1,3,1,4,10858850,1991,2014,1,0,0
3,7.411556287811163,2.0,1.0,4,5,0,3,0,5,9843580,1981,2010,0,1,0
3,7.4342573821331355,2.0,1.0,4,2,1,2,2,4,10021800,1989,2009,0,1,0
2,6.921658184151129,1.0,1.0,3,5,1,1,0,4,13091650,1984,2007,1,0,0
2,7.045776576879511,1.0,1.0,3,3,0,1,0,3,8179150,1980,2013,0,1,0
3,7.8050670442584895,4.0,2.0,6,2,0,0,0,5,13729040,1992,2011,0,0,1
3,7.681099001536359,3.0,2.0,5,1,0,3,2,5,12477240,1986,2011,0,0,1
4,7.247080584585756,2.0,2.0,4,2,1,3,0,3,9146500,1991,2011,0,0,1
5,7.3427791893318455,1.0,1.0,4,1,0,1,0,5,13986920,2001,2007,0,0,1
6,7.3987862754199485,2.0,1.0,4,0,1,2,1,3,8177900,1951,2006,0,1,0
2,7.145196134997171,2.0,1.0,4,5,1,2,0,5,10982650,1988,2007,0,1,0
3,7.427738840532894,2.0,1.0,4,3,1,2,0,5,12239160,2005,2011,0,0,1
6,7.488293515159428,2.0,1.0,4,1,0,2,2,3,9640180,1961,2010,0,0,1
4,7.198183577101943,2.0,2.0,4,2,1,1,0,2,7953125,1975,2010,0,0,1
0,6.543911845564792,1.0,1.0,2,2,1,3,2,0,6149410,1998,2012,0,0,1
1,7.5652752818989315,2.0,1.0,5,5,0,2,0,5,13060780,1966,2010,0,1,0
2,6.948897222313312,1.0,1.0,3,0,1,0,0,4,10581040,1994,2012,0,0,1
5,7.385851078125209,1.0,1.0,4,5,0,2,2,3,17538420,2006,2012,1,0,0
4,7.146772179452637,1.0,1.0,3,1,1,1,0,4,8953500,1990,2012,0,1,0
2,6.904750769961838,1.0,1.0,3,5,1,1,0,3,12056200,1970,2010,1,0,0
2,6.587550014824796,1.0,1.0,2,2,0,1,1,4,6280650,2003,2014,0,1,0
6,7.52456122628536,3.0,2.0,5,1,0,2,1,3,10017780,2000,2009,0,0,1
6,7.372118028337787,2.0,1.0,4,1,0,3,2,2,8353830,1987,2006,0,1,0
1,7.590852123688581,2.0,1.0,5,2,0,1,0,4,14332790,1975,2007,0,0,1
3,7.70796153183549,4.0,2.0,6,2,1,3,2,4,11670400,1981,2011,0,1,0
0,6.694562058521095,1.0,1.0,3,1,0,1,2,5,11949085,1992,2011,1,0,0
4,7.226936018493289,2.0,2.0,4,1,0,3,1,5,8105250,1993,2012,0,1,0
5,7.532623618788788,2.0,1.0,5,3,0,3,0,3,20033450,1967,2007,1,0,0
